Network,Gene,Absolute distance
RBN114,0,0.0
RBN114,1,0.0
RBN114,2,0.0
RBN114,3,0.0
RBN114,4,0.0
RBN114,5,0.0
RBN114,6,0.0
RBN114,7,0.0
RBN114,8,0.0
RBN114,9,0.0
