Network,Gene,Absolute distance
RBN4006,0,0.0
RBN4006,1,0.0
RBN4006,2,0.0
RBN4006,3,1.0
RBN4006,4,0.0
RBN4006,5,0.0
RBN4006,6,0.0
RBN4006,7,0.0
RBN4006,8,0.0
RBN4006,9,0.0
RBN4062,0,0.0
RBN4062,1,0.0
RBN4062,2,0.0
RBN4062,3,1.0
RBN4062,4,0.0
RBN4062,5,0.0
RBN4062,6,0.0
RBN4062,7,0.0
RBN4062,8,0.0
RBN4062,9,0.0
RBN4044,0,0.0
RBN4044,1,0.0
RBN4044,2,0.0
RBN4044,3,1.0
RBN4044,4,0.0
RBN4044,5,0.0
RBN4044,6,0.0
RBN4044,7,0.0
RBN4044,8,0.0
RBN4044,9,0.0
RBN4054,0,0.0
RBN4054,1,0.0
RBN4054,2,0.0
RBN4054,3,1.0
RBN4054,4,0.0
RBN4054,5,0.0
RBN4054,6,0.0
RBN4054,7,0.0
RBN4054,8,0.0
RBN4054,9,0.0
RBN4057,0,0.0
RBN4057,1,0.0
RBN4057,2,0.0
RBN4057,3,1.0
RBN4057,4,0.0
RBN4057,5,0.0
RBN4057,6,0.0
RBN4057,7,0.0
RBN4057,8,0.0
RBN4057,9,0.0
RBN4039,0,0.0
RBN4039,1,0.0
RBN4039,2,0.0
RBN4039,3,1.0
RBN4039,4,0.0
RBN4039,5,0.0
RBN4039,6,0.0
RBN4039,7,0.0
RBN4039,8,0.0
RBN4039,9,0.0
RBN4066,0,0.0
RBN4066,1,0.0
RBN4066,2,0.0
RBN4066,3,1.0
RBN4066,4,0.0
RBN4066,5,0.0
RBN4066,6,0.0
RBN4066,7,0.0
RBN4066,8,0.0
RBN4066,9,0.0
RBN4045,0,0.0
RBN4045,1,0.0
RBN4045,2,0.0
RBN4045,3,1.0
RBN4045,4,0.0
RBN4045,5,0.0
RBN4045,6,0.0
RBN4045,7,0.0
RBN4045,8,0.0
RBN4045,9,0.0
RBN4064,0,0.0
RBN4064,1,0.0
RBN4064,2,0.0
RBN4064,3,1.0
RBN4064,4,0.0
RBN4064,5,0.0
RBN4064,6,0.0
RBN4064,7,0.0
RBN4064,8,0.0
RBN4064,9,0.0
