Network,Gene,Absolute distance
RBN4091,0,0.0
RBN4091,1,0.0
RBN4091,2,0.0
RBN4091,3,1.0
RBN4091,4,0.0
RBN4091,5,0.0
RBN4091,6,0.0
RBN4091,7,0.0
RBN4091,8,0.0
RBN4091,9,0.0
RBN4086,0,0.0
RBN4086,1,0.0
RBN4086,2,0.0
RBN4086,3,1.0
RBN4086,4,0.0
RBN4086,5,0.0
RBN4086,6,0.0
RBN4086,7,0.0
RBN4086,8,0.0
RBN4086,9,0.0
RBN4093,0,0.0
RBN4093,1,0.0
RBN4093,2,0.0
RBN4093,3,1.0
RBN4093,4,0.0
RBN4093,5,0.0
RBN4093,6,0.0
RBN4093,7,0.0
RBN4093,8,0.0
RBN4093,9,0.0
RBN4092,0,0.0
RBN4092,1,0.0
RBN4092,2,0.0
RBN4092,3,1.0
RBN4092,4,0.0
RBN4092,5,0.0
RBN4092,6,0.0
RBN4092,7,0.0
RBN4092,8,0.0
RBN4092,9,0.0
RBN4047,0,0.0
RBN4047,1,0.0
RBN4047,2,0.0
RBN4047,3,1.0
RBN4047,4,0.0
RBN4047,5,0.0
RBN4047,6,0.0
RBN4047,7,0.0
RBN4047,8,0.0
RBN4047,9,0.0
RBN4076,0,0.0
RBN4076,1,0.0
RBN4076,2,0.0
RBN4076,3,1.0
RBN4076,4,0.0
RBN4076,5,0.0
RBN4076,6,0.0
RBN4076,7,0.0
RBN4076,8,0.0
RBN4076,9,0.0
RBN4061,0,0.0
RBN4061,1,0.0
RBN4061,2,0.0
RBN4061,3,1.0
RBN4061,4,0.0
RBN4061,5,0.0
RBN4061,6,0.0
RBN4061,7,0.0
RBN4061,8,0.0
RBN4061,9,0.0
RBN4080,0,0.0
RBN4080,1,0.0
RBN4080,2,0.0
RBN4080,3,1.0
RBN4080,4,0.0
RBN4080,5,0.0
RBN4080,6,0.0
RBN4080,7,0.0
RBN4080,8,0.0
RBN4080,9,0.0
RBN4096,0,0.0
RBN4096,1,0.0
RBN4096,2,0.0
RBN4096,3,1.0
RBN4096,4,0.0
RBN4096,5,0.0
RBN4096,6,0.0
RBN4096,7,0.0
RBN4096,8,0.0
RBN4096,9,0.0
RBN4099,0,0.0
RBN4099,1,0.0
RBN4099,2,0.0
RBN4099,3,1.0
RBN4099,4,0.0
RBN4099,5,0.0
RBN4099,6,0.0
RBN4099,7,0.0
RBN4099,8,0.0
RBN4099,9,0.0
RBN4094,0,0.0
RBN4094,1,0.0
RBN4094,2,0.0
RBN4094,3,1.0
RBN4094,4,0.0
RBN4094,5,0.0
RBN4094,6,0.0
RBN4094,7,0.0
RBN4094,8,0.0
RBN4094,9,0.0
RBN4100,0,0.0
RBN4100,1,0.0
RBN4100,2,0.0
RBN4100,3,1.0
RBN4100,4,0.0
RBN4100,5,0.0
RBN4100,6,0.0
RBN4100,7,0.0
RBN4100,8,0.0
RBN4100,9,0.0
