ID,Precision,Recall,Accuracy
0,0.6,0.5454545454545454,0.9
1,0.5,0.45454545454545453,0.8777777777777778
2,0.6,0.5454545454545454,0.9
avg,0.5666666666666668,0.5151515151515151,0.8925925925925925
