ID,Precision,Recall,Accuracy
0,0.46153846153846156,0.5454545454545454,0.8666666666666667
1,0.5,0.5454545454545454,0.8777777777777778
2,0.5,0.5454545454545454,0.8777777777777778
3,0.5,0.5454545454545454,0.8777777777777778
avg,0.4903846153846154,0.5454545454545454,0.875
