Network,Gene,Absolute distance
RBN24,0,0.0
RBN24,1,0.0
RBN24,2,0.0
RBN24,3,0.0
RBN24,4,0.0
RBN24,5,0.0
RBN24,6,0.0
RBN24,7,0.0
RBN24,8,0.0
RBN24,9,0.0
