Search time,2
Network,Dynamics Accuracy
RBN3304,0.9166666666666666
RBN3228,0.9166666666666666
RBN4010,0.9166666666666666
RBN4006,0.9166666666666666
RBN3110,0.9166666666666666
RBN3570,0.9166666666666666
